prompt,generated_answer
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Однак наприкінці 2017 року директор « Харківгорліфту » затвердив, що вартість обслуговування базового ліфта відомчого житла є більшою, ніж аналогічне обслуговування для ЖК, ОСББ на 43,20 грн ( 8% ):

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Однак наприкінці 2017 року директор « Харківгорліфту » затвердив, що вартість обслуговування базового ліфта відомчого житла є більшою, ніж аналогічне обслуговування для ЖК, ОСББ на 43,20 грн ( 8% ):

### Entities:
DATE: наприкінці 2017 року
JOB: директор
ORG: Харківгорліфту
MON: 43,20 грн
PCT: 8%"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
* Для ЖК, ОСББ та інших замовників – 545,21 грн / міс ; * Для відомчого житла – 588,41 грн / міс.

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
* Для ЖК, ОСББ та інших замовників – 545,21 грн / міс ; * Для відомчого житла – 588,41 грн / міс.

### Entities:
MON: 545,21 грн
PERIOD: міс
MON: 588,41 грн
PERIOD: міс"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Так, згідно з розрахунками середньомісячної вартості техобслуговування ліфтів, послуги з обслуговування ідентичного за своїми параметрами ліфта для ЖК та ОСББ коштуватиме 408,91 грн , а, наприклад, для гуртожитка – 441,31 грн .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Так, згідно з розрахунками середньомісячної вартості техобслуговування ліфтів, послуги з обслуговування ідентичного за своїми параметрами ліфта для ЖК та ОСББ коштуватиме 408,91 грн , а, наприклад, для гуртожитка – 441,31 грн .

### Entities:
MON: 408,91 грн
MON: 441,31 грн"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Такий підхід у ціноутворенні порушує законодавство про захист економічної конкуренції, констатували у Відділенні .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Такий підхід у ціноутворенні порушує законодавство про захист економічної конкуренції, констатували у Відділенні .

### Entities:
ORG: Відділенні"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
У рішенні зазначено, що протягом минулого року підприємство надало послуг вартістю 79,09 млн грн , а протягом січня-лютого 2019-го – уже на 17,85 млн грн .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
У рішенні зазначено, що протягом минулого року підприємство надало послуг вартістю 79,09 млн грн , а протягом січня-лютого 2019-го – уже на 17,85 млн грн .

### Entities:
PERIOD: минулого року
MON: 79,09 млн грн
PERIOD: січня-лютого 2019-го
MON: 17,85 млн грн"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Виручка підприємства за 2018 рік склала 169,81 млн грн .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Виручка підприємства за 2018 рік склала 169,81 млн грн .

### Entities:
DATE: 2018 рік
MON: 169,81 млн грн"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
На основі цих даних Відділення визначило розмір штрафу за порушення, а саме 55 тис. грн .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
На основі цих даних Відділення визначило розмір штрафу за порушення, а саме 55 тис. грн .

### Entities:
ORG: Відділення
MON: 55 тис. грн"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Також Харківське ОТВ АМКУ зобов'язало « Харківгорліфт » у двомісячний термін припинити порушення та проінформувати відділення з приводу цього через надання копій підтверджуючих документів. ТОВ «Форпост-Оберіг» 11-28 лютого за результатами тендерів отримало підряди на послуги безпеки від ДТГО «Південно-Західна залізниця» і ДП «Одеська залізниця» .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Також Харківське ОТВ АМКУ зобов'язало « Харківгорліфт » у двомісячний термін припинити порушення та проінформувати відділення з приводу цього через надання копій підтверджуючих документів. ТОВ «Форпост-Оберіг» 11-28 лютого за результатами тендерів отримало підряди на послуги безпеки від ДТГО «Південно-Західна залізниця» і ДП «Одеська залізниця» .

### Entities:
ORG: Харківське ОТВ АМКУ
ORG: Харківгорліфт
PERIOD: двомісячний
ORG: ТОВ «Форпост-Оберіг»
PERIOD: 11-28 лютого
ORG: ДТГО «Південно-Західна залізниця»
ORG: ДП «Одеська залізниця»"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Загальна вартість угод складає 29,67 млн грн .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Загальна вартість угод складає 29,67 млн грн .

### Entities:
MON: 29,67 млн грн"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Про це повідомляється у « Віснику державних закупівель ».

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Про це повідомляється у « Віснику державних закупівель ».

### Entities:
ART: Віснику державних закупівель"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
З них 2,42 млн грн. від ДТГО «Південно-Західна залізниця» і 27,25 млн грн. від ДП «Одеська залізниця» .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
З них 2,42 млн грн. від ДТГО «Південно-Західна залізниця» і 27,25 млн грн. від ДП «Одеська залізниця» .

### Entities:
MON: 2,42 млн грн.
ORG: ДТГО «Південно-Західна залізниця»
MON: 27,25 млн грн.
ORG: ДП «Одеська залізниця»"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Йдеться про послуги по проведенню цілодобової охорони території та об'єктів локомотивних депо Козятин і Гречани , об'єктів Коростенської дирекції залізничних перевезень , території та об'єктів Козятинської дирекції залізничних перевезень від ДТГО «Південно-Західна залізниця» , дорожньої автобази ДП «Одеська залізниця» , підрозділів служби колії ДП «Одеська залізниця» , структурних підрозділів служби будівельно-монтажних робіт і цивільних споруд ДП «Одеська залізниця» , підрозділів служби електропостачання ДП «Одеська залізниця» .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Йдеться про послуги по проведенню цілодобової охорони території та об'єктів локомотивних депо Козятин і Гречани , об'єктів Коростенської дирекції залізничних перевезень , території та об'єктів Козятинської дирекції залізничних перевезень від ДТГО «Південно-Західна залізниця» , дорожньої автобази ДП «Одеська залізниця» , підрозділів служби колії ДП «Одеська залізниця» , структурних підрозділів служби будівельно-монтажних робіт і цивільних споруд ДП «Одеська залізниця» , підрозділів служби електропостачання ДП «Одеська залізниця» .

### Entities:
ORG: ДТГО «Південно-Західна залізниця»
ORG: ДП «Одеська залізниця»
ORG: ДП «Одеська залізниця»
ORG: ДП «Одеська залізниця»
ORG: ДП «Одеська залізниця»"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Першозасновниками « Форпост-Оберіг » зі статутним капіталом 1 тис грн. були Равіля Кузьміна і Валентина Гиря , яка згодом була єдиною власницею фірми до жовтня 2012 року . Сьогодні фірма зареєстрована на одесита Едуарда Дунаєвського і Анатолія Пляченка з Чернігівщини . Директором продовжує бути Анатолій Веретенник .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Першозасновниками « Форпост-Оберіг » зі статутним капіталом 1 тис грн. були Равіля Кузьміна і Валентина Гиря , яка згодом була єдиною власницею фірми до жовтня 2012 року . Сьогодні фірма зареєстрована на одесита Едуарда Дунаєвського і Анатолія Пляченка з Чернігівщини . Директором продовжує бути Анатолій Веретенник .

### Entities:
ORG: Форпост-Оберіг
MON: 1 тис грн.
PERS: Равіля Кузьміна
PERS: Валентина Гиря
DATE: жовтня 2012 року
PERS: Едуарда Дунаєвського
PERS: Анатолія Пляченка
LOC: Чернігівщини
JOB: Директором
PERS: Анатолій Веретенник"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Відомо, що « Форпост-Оберіг » використовує однаковий номер телефону (044) 583-19-27 з ТОВ «Пакт-3» , яким володіють Олена Гиря і Марина Кузьміна . Марина Кузьміна у свій час була зареєстрована за однією адресою з Рафаелем Кузьміним , колишнім першим заступником Голови Антимонопольного комітету , звільненим 3 березня цього року .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Відомо, що « Форпост-Оберіг » використовує однаковий номер телефону (044) 583-19-27 з ТОВ «Пакт-3» , яким володіють Олена Гиря і Марина Кузьміна . Марина Кузьміна у свій час була зареєстрована за однією адресою з Рафаелем Кузьміним , колишнім першим заступником Голови Антимонопольного комітету , звільненим 3 березня цього року .

### Entities:
ORG: Форпост-Оберіг
ORG: ТОВ «Пакт-3»
PERS: Олена Гиря
PERS: Марина Кузьміна
PERS: Марина Кузьміна
JOB: першим заступником
ORG: Голови Антимонопольного комітету
DATE: 3 березня цього року"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Він є двоюрідним братом Рената Кузьміна , екс-заступника Генпрокурора .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Він є двоюрідним братом Рената Кузьміна , екс-заступника Генпрокурора .

### Entities:
PERS: Рената Кузьміна
JOB: екс-заступника
ORG: Генпрокурора"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
За даними ЗМІ, дружину Рафаеля Кузьміна звуть Марина .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
За даними ЗМІ, дружину Рафаеля Кузьміна звуть Марина .

### Entities:
PERS: Рафаеля Кузьміна
PERS: Марина"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
На більшості торгів єдиним конкурентом було ТОВ «Компанія ТСК» , зареєстрована на Анатолія Сороку з Черкас і вищезгадане ТОВ «Пакт-3» .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
На більшості торгів єдиним конкурентом було ТОВ «Компанія ТСК» , зареєстрована на Анатолія Сороку з Черкас і вищезгадане ТОВ «Пакт-3» .

### Entities:
ORG: ТОВ «Компанія ТСК»
PERS: Анатолія Сороку
LOC: Черкас
ORG: ТОВ «Пакт-3»"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
У « Віснику державних закупівель » опубліковано підряди фірми « Форпост-Оберіг » на суму 112,72 млн грн. , ТОВ «Компанія ТСК» – на 112,46 млн грн Управління капітального будівництва Одеської міськради має сплатити 16,71 млн грн. ТОВ «Одеські реставраційні майстерні» .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
У « Віснику державних закупівель » опубліковано підряди фірми « Форпост-Оберіг » на суму 112,72 млн грн. , ТОВ «Компанія ТСК» – на 112,46 млн грн Управління капітального будівництва Одеської міськради має сплатити 16,71 млн грн. ТОВ «Одеські реставраційні майстерні» .

### Entities:
ART: Віснику державних закупівель
ORG: Форпост-Оберіг
MON: 112,72 млн грн.
ORG: ТОВ «Компанія ТСК»
MON: 112,46 млн грн
ORG: Управління капітального будівництва Одеської міськради
MON: 16,71 млн грн.
ORG: ТОВ «Одеські реставраційні майстерні»"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Про це йдеться у постанові Одеського апеляційного господарського суду від 12 березня .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Про це йдеться у постанові Одеського апеляційного господарського суду від 12 березня .

### Entities:
ORG: Одеського апеляційного господарського суду
DATE: 12 березня"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Гроші стягуються за договором від 10 жовтня 2011 року , укладеного фірмою з управлінням про капітальний ремонт та ремонтно-реставраційні роботи фасадів та покрівель будівель, розташованих у історичній частині м. Одеси на суму 93,90 млн грн .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Гроші стягуються за договором від 10 жовтня 2011 року , укладеного фірмою з управлінням про капітальний ремонт та ремонтно-реставраційні роботи фасадів та покрівель будівель, розташованих у історичній частині м. Одеси на суму 93,90 млн грн .

### Entities:
DATE: 10 жовтня 2011 року
LOC: Одеси
MON: 93,90 млн грн"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Тендер тоді пройшов за процедурою закупівлі в одного учасника.

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Тендер тоді пройшов за процедурою закупівлі в одного учасника.

### Entities:
"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Відомо, що « Одеські реставраційні майстерні » зобов'язались перед мерією організувати оплачувані громадські роботи і залучити безробітних.

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Відомо, що « Одеські реставраційні майстерні » зобов'язались перед мерією організувати оплачувані громадські роботи і залучити безробітних.

### Entities:
ORG: Одеські реставраційні майстерні"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Передбачалося, що реставраційні роботи фінансуватимуть з місцевого бюджету в розмірі не менше 25% , решту суми мав забезпечити Фонд загальнообов'язкового державного соціального страхування .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Передбачалося, що реставраційні роботи фінансуватимуть з місцевого бюджету в розмірі не менше 25% , решту суми мав забезпечити Фонд загальнообов'язкового державного соціального страхування .

### Entities:
PCT: 25%
ORG: Фонд загальнообов'язкового державного соціального страхування"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
« Одеські реставраційні майстерні » подали позов, оскільки недоотримали від мерії 13,07 млн грн .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
« Одеські реставраційні майстерні » подали позов, оскільки недоотримали від мерії 13,07 млн грн .

### Entities:
ORG: Одеські реставраційні майстерні
MON: 13,07 млн грн"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Натомість ці кошти були повернуті до Держцентру зайнятості як невикористані.

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Натомість ці кошти були повернуті до Держцентру зайнятості як невикористані.

### Entities:
ORG: Держцентру зайнятості"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Водночас у матеріалах справи виявлено акти прийому передачу на роботи на суму 13,07 млн грн. , скріплені підписами та печатками сторін.

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Водночас у матеріалах справи виявлено акти прийому передачу на роботи на суму 13,07 млн грн. , скріплені підписами та печатками сторін.

### Entities:
MON: 13,07 млн грн."
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Відтак суд визнав, що Управління капбудівництва має розрахуватись із підрядником.

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Відтак суд визнав, що Управління капбудівництва має розрахуватись із підрядником.

### Entities:
ORG: Управління капбудівництва"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Стягувана сума включає в себе 13,07 млн грн. заборгованості, 2,52 млн грн. – інфляції, а також 3 відсотки річних – 1,11 млн грн .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Стягувана сума включає в себе 13,07 млн грн. заборгованості, 2,52 млн грн. – інфляції, а також 3 відсотки річних – 1,11 млн грн .

### Entities:
MON: 13,07 млн грн.
MON: 2,52 млн грн.
PCT: 3 відсотки
MON: 1,11 млн грн"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Раніше Держфінінспекція виявила завищення вартості робіт « Одеські реставраційні майстерні » на 2,4 млн грн .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Раніше Держфінінспекція виявила завищення вартості робіт « Одеські реставраційні майстерні » на 2,4 млн грн .

### Entities:
ORG: Держфінінспекція
ORG: Одеські реставраційні майстерні
MON: 2,4 млн грн"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Як повідомила фірма на суді, з позицією ревізорів вона не погодилась, але задля для уникнення можливих негативних наслідків – а саме, порушення кримінальної справи, погіршення репутації підприємства, акти робіт були скореговані. 35% статутного капіталу ТОВ «Одеські реставраційні майстерні» належить компанії « Інкор-Групп », заведеній на швейцарську компанію « Yadrot Industries Ag ». Директором « Інкор-Групп » є відомий одеський бізнесмен Руслан Тарпан , який раніше особисто значився власником цієї компанії. Державне агентство з інвестицій та управління національними проектами України 21 червня за результатами тендеру уклав угоду з ТОВ «Фінансовий паблік рілейшинс» на послуги з поліпшення іміджу та надання потенційним інвесторам інформації про умови реалізації національних проектів на суму 11,85 млн грн .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Як повідомила фірма на суді, з позицією ревізорів вона не погодилась, але задля для уникнення можливих негативних наслідків – а саме, порушення кримінальної справи, погіршення репутації підприємства, акти робіт були скореговані. 35% статутного капіталу ТОВ «Одеські реставраційні майстерні» належить компанії « Інкор-Групп », заведеній на швейцарську компанію « Yadrot Industries Ag ». Директором « Інкор-Групп » є відомий одеський бізнесмен Руслан Тарпан , який раніше особисто значився власником цієї компанії. Державне агентство з інвестицій та управління національними проектами України 21 червня за результатами тендеру уклав угоду з ТОВ «Фінансовий паблік рілейшинс» на послуги з поліпшення іміджу та надання потенційним інвесторам інформації про умови реалізації національних проектів на суму 11,85 млн грн .

### Entities:
JOB: ревізорів
PCT: 35%
ORG: ТОВ «Одеські реставраційні майстерні»
ORG: Інкор-Групп
ORG: Yadrot Industries Ag
JOB: Директором
ORG: Інкор-Групп
PERS: Руслан Тарпан
ORG: Державне агентство з інвестицій та управління національними проектами України
DATE: 21 червня
ORG: ТОВ «Фінансовий паблік рілейшинс»
MON: 11,85 млн грн"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Про це повідомляється в « Віснику державних закупівель ».

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Про це повідомляється в « Віснику державних закупівель ».

### Entities:
ART: Віснику державних закупівель"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Кошти державного бюджету призначено для організації розміщення у світових ЗМІ редакційних (іміджевих) матеріалів.

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Кошти державного бюджету призначено для організації розміщення у світових ЗМІ редакційних (іміджевих) матеріалів.

### Entities:
"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Також передбачено візити представників Держівнестпроекту на міжнародні представницькі заходи по тематиці нацпроектів та проведення таких заходів в Україні (весь перелік).

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Також передбачено візити представників Держівнестпроекту на міжнародні представницькі заходи по тематиці нацпроектів та проведення таких заходів в Україні (весь перелік).

### Entities:
ORG: Держівнестпроекту
LOC: Україні"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Наприклад, по проекту « LNG-Україна » передбачено організація орієнтовно десяти публікацій у країнах Європи , США , Близького Сходу , Китаї та Кореї з візитом журналістів цих ЗМІ в Україну .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Наприклад, по проекту « LNG-Україна » передбачено організація орієнтовно десяти публікацій у країнах Європи , США , Близького Сходу , Китаї та Кореї з візитом журналістів цих ЗМІ в Україну .

### Entities:
ORG: LNG-Україна
LOC: Європи
LOC: США
LOC: Близького Сходу
LOC: Китаї
LOC: Кореї
LOC: Україну"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Також потрібно «ідентифікувати та надати замовнику список потенційних партнерів (інвесторів, постачальників LNG , державних діячів, лідерів думок та експертів у сфері LNG )» і організувати їх візити в Україну .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Також потрібно «ідентифікувати та надати замовнику список потенційних партнерів (інвесторів, постачальників LNG , державних діячів, лідерів думок та експертів у сфері LNG )» і організувати їх візити в Україну .

### Entities:
LOC: Україну"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
По проекту « Технополіс » передбачено п'ять публікацій в країнах Європи , Північної Америки та Азії та організація українського ІТ-павільйону в Кремнієвій долині .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
По проекту « Технополіс » передбачено п'ять публікацій в країнах Європи , Північної Америки та Азії та організація українського ІТ-павільйону в Кремнієвій долині .

### Entities:
ORG: Технополіс
LOC: Європи
LOC: Північної Америки
LOC: Азії
LOC: Кремнієвій долині"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Загалом Держінвестпроект виділив гроші на просування восьми нацпроектів: « LNG- Україна », « Відкритий світ », « Олімпійська надія-2022» , « Технополіс », « Якісна вода », « Нове життя », « Енергія природи » і « Чисте місто ».

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Загалом Держінвестпроект виділив гроші на просування восьми нацпроектів: « LNG- Україна », « Відкритий світ », « Олімпійська надія-2022» , « Технополіс », « Якісна вода », « Нове життя », « Енергія природи » і « Чисте місто ».

### Entities:
ORG: Держінвестпроект
ORG: LNG- Україна
ORG: Відкритий світ
ORG: Олімпійська надія-2022»
ORG: Технополіс
ORG: Якісна вода
ORG: Нове життя
ORG: Енергія природи
ORG: Чисте місто"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Кошти отримає ТОВ «Фінансовий паблік рілейшинс» , засновниками якого є львів'янин Юрій Іванишин та ТОВ «Юніон Капітал» Юрія Бойко , який також є Державної установи «Агентство з розвитку інфраструктури фондового ринку України» ( SMIDA ).

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Кошти отримає ТОВ «Фінансовий паблік рілейшинс» , засновниками якого є львів'янин Юрій Іванишин та ТОВ «Юніон Капітал» Юрія Бойко , який також є Державної установи «Агентство з розвитку інфраструктури фондового ринку України» ( SMIDA ).

### Entities:
ORG: ТОВ «Фінансовий паблік рілейшинс»
JOB: засновниками
PERS: Юрій Іванишин
ORG: ТОВ «Юніон Капітал»
PERS: Юрія Бойко
ORG: Державної установи «Агентство з розвитку інфраструктури фондового ринку України»
ORG: SMIDA"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Раніше ця ж фірма отримала 5,92 млн грн. на розміщення реклами у українських та світових ЗМІ.

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Раніше ця ж фірма отримала 5,92 млн грн. на розміщення реклами у українських та світових ЗМІ.

### Entities:
MON: 5,92 млн грн.
ORG: ЗМІ"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
З 2011 року Держагентство інвестицій провело тендери на рекламу, соцдослідження та інші подібні речі на загальну суму 96,10 млн грн 19-річний син керівника аеропорту «Бориспіль» Євгена Дихне на початку року отримав у подарунок землю під Києвом , на якій з'явився маєток та штучне озеро.

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
З 2011 року Держагентство інвестицій провело тендери на рекламу, соцдослідження та інші подібні речі на загальну суму 96,10 млн грн 19-річний син керівника аеропорту «Бориспіль» Євгена Дихне на початку року отримав у подарунок землю під Києвом , на якій з'явився маєток та штучне озеро.

### Entities:
DATE: 2011 року
ORG: Держагентство інвестицій
MON: 96,10 млн грн
ORG: Борисполя
PERS: Євгена Дихне
LOC: Києвом"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Про це йдеться у сюжеті Мар'яни Мотрунич у телепрограмі « Наші гроші ». Євгена Дихне було призначено в. о. гендиректора держкомпанії « Міжнародний аеропорт «Бориспіль» у вересні 2014 .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Про це йдеться у сюжеті Мар'яни Мотрунич у телепрограмі « Наші гроші ». Євгена Дихне було призначено в. о. гендиректора держкомпанії « Міжнародний аеропорт «Бориспіль» у вересні 2014 .

### Entities:
PERS: Мар'яни Мотрунич
ORG: Наші гроші
PERS: Євгена Дихне
JOB: в. о. гендиректора
ORG: Міжнародний аеропорт «Бориспіль»
DATE: вересні 2014"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Вже через півроку його син Дмитро отримав у подарунок дві ділянки землі загальною площею понад третину гектара .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Вже через півроку його син Дмитро отримав у подарунок дві ділянки землі загальною площею понад третину гектара .

### Entities:
PERIOD: півроку
PERS: Дмитро
QUANT: понад третину гектара"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Вони знаходяться у селі Романків Обухівського району , що неподалік від Києва . Сотка землі тут може коштувати від $3,5 до $12 тис .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Вони знаходяться у селі Романків Обухівського району , що неподалік від Києва . Сотка землі тут може коштувати від $3,5 до $12 тис .

### Entities:
LOC: Романків
LOC: Обухівського району
LOC: Києва
MON: $3,5
MON: $12 тис"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Наразі на ділянках вже з'явився основний сімейний будинок площею майже 700 кв м , гостьовий будинок на 120 кв м , будиночок для охорони та штучне озеро, де можна порибалити. Журналістка звернула увагу, що Дихне-молодший разом з матір'ю вже кілька років фактично мешкає у німецькому місті Вістбаден , де вчиться у приватній школі.

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Наразі на ділянках вже з'явився основний сімейний будинок площею майже 700 кв м , гостьовий будинок на 120 кв м , будиночок для охорони та штучне озеро, де можна порибалити. Журналістка звернула увагу, що Дихне-молодший разом з матір'ю вже кілька років фактично мешкає у німецькому місті Вістбаден , де вчиться у приватній школі.

### Entities:
QUANT: 700 кв м
QUANT: 120 кв м
JOB: Журналістка
PERS: Дихне-молодший
PERIOD: кілька років
LOC: Вістбаден"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Як видно із соцмереж, Дихне-молодший подорожує Європою , відпочиваючи в Іспанії , Сардинії та у Флоренції .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Як видно із соцмереж, Дихне-молодший подорожує Європою , відпочиваючи в Іспанії , Сардинії та у Флоренції .

### Entities:
PERS: Дихне-молодший
LOC: Європою
LOC: Іспанії
LOC: Сардинії
LOC: Флоренції"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Втім, син та дружина керівника час від часу навідуються і в Україну .

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Втім, син та дружина керівника час від часу навідуються і в Україну .

### Entities:
LOC: Україну"
"Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Дорогий подарунок сину Євген Дихне не став коментувати.

### Entities:
","Below is a text in Ukrainian. Identify all named entities with their types.

### Text:
Дорогий подарунок сину Євген Дихне не став коментувати.

### Entities:
PERS: Євген Дихне"
